Facility Name,Latitude,Longitude
Chituno Health Post,-11.7667,15.7833
Chiumbo Health Centre,-12.4833,16.1167
Chiva Health Centre,-12.7336,15.7941
Chorindi Health Post,-11.7052,16.0615
Correia Humbi Health Post,-12.2833,15.4833
Cruzeiro Health Post,-12.7916,15.8871
Cuando Health Post,-13.1537,15.7682
Cuima Health Centre,-13.2500,15.6500
Cumbila Health Centre,-12.1833,15.1333
Cuqueta Health Post,-12.2771,15.2278
Damasco Health Post,-11.7534,16.1467
Dango Health Post,-12.8093,15.6782
Dondi Health Post,-12.7546,16.4623
Dondo Health Post,-12.6126,15.7575
Dongua Health Post,-12.8753,15.5866
Dungo Health Post,-12.8508,15.0663
Ecunha Health Centre,-12.6819,15.5067
Ecunha Health CentreMI,-12.6801,15.5101
Elende Health Post,-12.7285,15.1441
Emanha Health Post,-13.0382,15.2089
Essaque Health Post,-12.7261,15.9805
Etalangala Health Post,-12.8170,14.9330
Fatima Health Post,-12.7988,15.7552
Funileiros Health Post,-12.7915,15.7427
Galanga Health Centre,-12.0667,15.1333
Ganda Health Post,-11.5167,15.8000
Gandarinha Health Post,-11.9167,16.1167
Golongo Health Post,-12.2084,15.8514
Gove Health Centre,-12.8608,15.5939
Gumba Health Post,-11.6662,15.3882
Hanga Health Post,-12.1589,15.9129
Huambo Hospital,-12.7661,15.7361
Huambo Sanitorio Hospital,-12.7888,15.7375
Jamba Health Post,-12.0833,15.9667
Jimbo Health Post,-13.5170,15.6130
Jongolo Health Post,-12.8820,15.8150
Jopo Health Centre,-12.5598,15.7851
JosT Health Post,-12.7660,15.7773
Kilombo Health Post,-12.8514,15.8192
Kilometro 25 Health Post,-12.8938,15.5896
Lepi Health Centre,-12.8737,15.3976
Londuimbali Health Centre,-12.2490,15.3201
Londuimbali Health Centre,-12.2454,15.3117
Longonjo Health Centre,-12.9004,15.2454
Longonjo Municipal Hospital,-12.8991,15.2531
Lossole Health Post,-13.0174,14.9267
Lufefena Health Post,-12.7694,15.6850
Lunge Health Centre,-12.2110,16.1117
Luvemba Health Centre,-12.0160,15.6031
Luvili Health Post,-12.7528,16.0256
Luvili Health Post,-12.1250,15.4390
M.C. Camunda Health Post,-13.3260,15.5693
Macolo Health Centre,,
Malanga Health Post,-12.9734,15.9464
Mande Health Post,-12.5137,15.6404
Mangumbala Health Post,-12.8645,15.5657
Mbungue Health Post,-12.9067,15.2533
Missassa Health Post,-12.7911,15.0793
Monte Belo Health Post,-12.1945,15.8576
Muangunja Health Post,-12.8164,15.5522
Munda Paiva Health Post,-12.7494,15.7072
Mundundu Health Centre,-13.0203,15.0752
Mungo Centro Materno Infantil,-11.8354,16.2332
Mungo Municipal Hospital,-11.8320,16.2360
Ndele Health Post,-13.1792,16.2510
Ngongoinga Health Post,-12.8961,15.7395
Nguelengue Health Post,-13.3906,15.7106
Ngulawa Health Post,-12.7663,15.7387
Nondolo Health Post,,
Ombala Bule Health Post,-12.4293,15.8207
Ombala Calembe Health Post,-13.2997,16.2460
Ombala Canjuca,-12.2840,15.3850
Ombala Caputo Health Post,-12.8413,15.9170
Ombala Moma Health Post,-12.7546,16.4381
Ombala Moma Health Post,-11.7105,16.0692
Ombala Sambo Health Post,-13.0655,16.1212
Pedro Health Centre,-12.8941,15.7967
Petroleo Health Post,-12.7276,15.6076
Quipeio Health Centre,-12.6951,15.5651
Regedoria Health Post,-12.6789,15.5056
Sacalage Health Post,-12.3016,15.6855
Sacaliga Health Post,-12.8611,15.5940
Sacambuiyo Health Post,-12.6289,16.0498
Sacanombo Health Post,-13.0109,15.5747
Sachitemo Health Post,-12.9833,16.0000
Sambalundo Health Post,-12.5644,15.5428
Sambo Centro Materno Infantil,-13.0588,16.1205
Sambo Health Centre,-13.0500,16.1333
Samboto Health Centre,-12.4117,15.8361
Sambunjo Health Post,-12.8200,14.9937
Sandombo Health Post,-13.0794,15.3929
Sanjepele Health Post,-12.6887,15.6747
Santo Amaro Health Post,-12.7146,15.8667
Savitangayala Health Post,-12.7531,16.4027
Sipiti Health Post,-12.9644,15.5658
Somanjamba Health Post,-12.2618,15.3143
Spo Luis Health Post,-12.7758,15.7381
Spo Pedro Sumi Health Post,-12.8462,15.5587
Spo Tarcisio Health Post,-12.7868,15.7383
Sucuanjali Health Post,-12.8301,15.5973
Talulua Health Post,-12.8000,16.0000
Tchicala Health Post,-12.7689,15.4614
Tchilela Health Post,-12.5697,15.4569
Tchilombe Health Post,-12.1171,16.2229
Tchivela Health Post,-12.7077,15.1652
Teresa Health Post,-12.8094,15.9027
Ukuma Health Centre,-12.8587,15.0691
Ukuma Municipal Hospital,-12.8661,15.0701
Ulondo Health Post,-12.5346,15.9878
Ulundo Health Post,-11.8206,15.8291
Ussinda- Catota Health Post,-12.7821,16.0830
Ussoque Health Centre,-12.3500,15.1000
Utende Health Post,-11.5150,15.7253
Vale do Queve Health Post,-12.8539,15.7604
Velha Chica Health Post,-12.1999,15.8500
Vila Franca do Queve Health Post,-11.9849,15.3639
Agostino Neto Hospital,-14.8843,13.5201
Alto Bimbi Health Post,-14.9889,13.3200
Alto Uaba Health Post,-13.7854,14.8785
Andefil Centro Materno Infantil,-14.7649,13.9059
Anhara Health Post,-14.0645,16.4217
Arimba Health Centre,-14.9520,13.6018
Bambi Health Centre,-14.0535,15.5743
Banda Health Post,,
Bandeira Health Post,-14.0167,15.1833
Batabata Health Post,-15.2425,13.3878
Beu Health Post,-14.5961,15.4710
Bissapa Health Post,-13.7000,14.8833
Bonga Health Post,-14.0784,14.0797
Buandangui Health Post,-14.1869,14.4279
Bula Matadi Health Centre,-14.9052,13.5142
Bulo Health Post,-14.1896,14.6675
Buloteque Health Post,-13.8056,15.7952
Bunjei Health Centre,-13.5333,16.0167
Cabiri comercial Health Post,-14.0010,14.9840
Cabiri Regidoria Health Post,-14.1371,14.9139
Cacola Health Post,-14.7183,16.0414
Cacolo Health Post,-13.8798,14.8280
Cacula Municipal Hospital,-14.4927,14.1187
Caculuvale Health Post,-14.9043,13.7372
Cahala Health Post,-13.9202,14.4599
Caholo Health Centre,-15.1333,13.3333
Calumbo Health Post,,
Caluquembe Municipal Hospital,-13.8833,14.5444
Caluva Health Post,-14.8855,13.5975
Caluvango Health Post,,
Caluvombolo Health Post,-13.8676,15.2483
Camassi embala Health Post,-13.7300,15.2091
Camassissa Health Post,-13.8219,15.9328
Cambandgi Health Post,,
Cambole Health Post,-14.0667,16.4167
Camucuio Health Post,-14.1310,14.6781
Camulemba Health Post,-14.0782,14.0706
Camulemba Health Post,-13.8795,14.3179
Camunabe Health Post,,
Candjanguiti Health Post,-14.7503,15.0795
Canduco Health Post,-13.5833,14.9333
Cangolo Health Post,-15.0000,13.8667
Canhandi Health Post,-15.2284,16.0390
Capandeio Health Post,-15.6511,13.7512
Capelongo Hospital,-14.8904,15.0774
Capelongo Municipal Hospital,-14.4548,16.2937
Carmoloy Health Post,,
Casa mae Health Post,-14.9199,13.4701
Cassoco Health Post,-13.6500,15.0000
Cassuca Health Post,,
Castanheira Pera Health Post,-14.8239,15.0293
Catala Health Post,-13.9561,13.9012
Catapi baixo Health Post,-13.8832,14.9455
Cateya Health Post,-13.7771,14.6921
Catonga Health Post,-14.1500,14.8167
Catumbela Health Post,-13.9470,15.4686
Cavi Health Post,,
Centro Comunal Health Centre,-14.6956,16.0260
Chaungo Health Post,-15.2333,13.8667
Chem Chem Health Post,-14.7089,14.1022
Cheraquera Health Post,-14.5173,15.0463
Chiange Health Centre,-15.7330,13.9000
Chibemba Health Post,-15.7500,14.0830
Chibia Municipal Health Centre,-15.1823,13.7031
Chibolelo Health Post,-15.7522,14.0756
Chicambi Health Post,-13.7667,15.3333
Chicomba Municipal Hospital,-14.1322,14.9201
Chicomba Velha Health Post,-14.1912,14.9092
Chiconco Health Post,,
Chicuaqueya Health Post,-14.3551,14.2500
Chicungo Health Post,-14.8833,14.2000
Chilunda Health Post,-14.1146,14.5189
Chimbalandongo Health Post,-14.2500,15.1000
Chimukua Health Post,-15.0696,13.9811
Chindendema Health Post,-13.7821,14.5397
Chindingui Health Post,,
Chinjenje Health Post,-13.6913,15.0866
Chipindo Municipal Hospital,-13.8162,15.7861
Chitapua Health Post,-14.4000,15.2833
Chituto Health Post,-15.0680,13.4320
Chivulu Health Post,-14.2340,14.3630
Chiyoya Health Post,-13.6500,15.8937
Cola Health Centre,-13.6000,14.8333
Comarca Health Post,-14.9326,13.5695
Condjendgi Health Post,-15.0412,13.6051
Conjao Health Post,-13.7875,15.2758
Cuanja Municipal Hospital,-14.6944,16.0259
Cue I Health Post,-13.9263,14.7348
Cue III Health Post,-14.0339,14.7690
Cusse Health Post,-13.5170,15.2000
Cussesse Health Post,-13.7898,14.6858
Cutembo Health Post,-13.8500,14.1000
Cutenda Health Post,-14.3667,15.0833
Dafran Centro Materno Infantil,,
Dende Health Post,-13.8397,14.9340
Dengue Health Post,-13.7352,15.0570
Deus Ajuda Health Post,-15.0066,13.3746
Dilidinda Health Post,-14.5040,14.9013
Dongue Health Post,-15.4235,14.0375
Dovala Health Post,-13.5497,15.9642
Etunda Health Post,-13.7994,14.6787
FazenTomba Health Post,-15.6002,13.8003
Fendi Health Post,-14.0667,15.3667
Figueira Health Post,-14.9667,13.5693
Frexiel Health Post,-14.9252,15.1035
Galangue Health Centre,-13.7992,16.1031
Gandu Health Post,-13.7587,14.6981
Gervei Health Post,,
Gloria Deus Centro Materno Infantil,-15.1838,13.6920
Guela Health Post,-13.7587,14.6993
Heque Health Centre,-14.6607,13.9048
Hidromina Health Centre,,
Hole Health Post,-14.2718,13.7862
Hombo Health Post,-14.9000,14.8000
Hondeque Health Post,-14.3570,14.6774
Hufla Health Centre,-15.0607,13.5469
Hungo Health Post,,
Hungulo Health Post,-14.4980,16.2814
IESA Municipal Hospital,-13.8137,14.6783
Igreja Evangelica Sinodal de Angola Hospital,-13.7966,14.6805
Indungo Health Post,-14.8167,16.2667
Jamba Municipal Hospital,-14.6822,16.0361
Januário Calola Municipal Hospital,-14.1369,14.9124
Jau Health Post,-15.2333,13.5167
Kabana Health Post,-14.6171,15.4911
Kafela Health Post,,
Kaila Health Post,,
Kainda Health Post,,
Kalei Health Post,-14.4730,16.2881
Kalemba Health Post,-14.3646,16.4485
Kalemba Tchitunda Health Post,-14.5599,15.0204
Kalepi Health Post,-13.8718,14.5017
Kamana Health Post,-15.1926,13.6825
Kangolo Health Post,-14.9976,13.8760
Kapelongo Hospital,-14.8823,15.0861
Kassinda Health Post,-14.6649,16.0644
Katala Health Post,,
Kativa Health Post,-14.2159,16.1764
Katoco Health Post,-14.5328,16.3584
Katoho Health Post,,
Kilometro 15 Health Post,-14.7420,14.8929
Kilometro 16 Health Post,-15.0161,13.5938
Kilometro 50 Health Post,-14.6343,16.3947
Kilometro 9 Health Post,,
Kolui Health Post,,
Kussava Health Post,-14.5130,15.9929
Kuvango Comunal Health Centre,-14.4670,16.3000
Kuvango Municipal Health Centre,-14.4662,16.3031
Kuvelai Health Post,-14.5527,14.7803
Kwawa Health Post,,
Lalula Health Post,-14.6470,13.9283
Leba Health Post,-15.0833,13.2667
Libongue Health Post,-14.1667,15.1667
Lombindi Health Post,,
Lomupa Health Post,-13.8010,14.6843
Lubango Central Hospital,-14.9163,13.5031
Lubango Municipal Hospital,-14.8950,13.5007
Lucon Missao Health Post,-14.2924,13.9174
Lucondo Health Post,-14.3333,13.9711
Lufinda Health Post,-15.1500,13.9500
Luheque Health Post,-15.0282,13.3679
Luiovo Health Post,-14.8175,13.6289
Luseque Health Post,-14.6514,15.0701
Machiqueira Health Centre,-14.8893,13.5024
Malutuvu Health Post,-15.8600,14.0728
Mapumumo Health Post,-14.0281,14.1379
Mapunda Health Centre,,
Margon Centro Materno Infantil,-14.9331,13.6179
Matala Municipal Hospital,-14.7507,15.0403
Mateta Health Post,,
Matuntu Health Post,-15.3667,15.2667
Mawenge Health Post,,
Mbala ya Ndumba Health Post,-14.4755,16.2137
Mbala yo Mpate Health Post,-14.9984,13.4354
Missao catolica Health Post,-14.3936,16.2940
Missão Católica-Madre Isabel Hospital,-14.0999,14.9266
Missao Chilunda Health Post,-13.9856,14.4140
Missao Health Post,-15.1944,13.6843
Missao Igreja EvangTlica Congregacional em Angola (IECA) Health Post,-13.8178,15.7887
Missao Santiago Health Centre,,
Mitcha Hospital,-14.8944,13.4981
Mpity Health Post,-15.1823,13.6942
Mucoyo Health Post,,
Muholo Health Post,-14.7643,15.0156
Mulenga Health Post,,
Mumba Health Post,-14.6470,16.4455
Mundinda Health Post,-13.9391,15.4415
Mundindi Health Post,,
Munguila Health Post,-13.6423,15.2573
Muninho Health Post,-15.0133,13.5605
Mupopo Health Post,-15.3478,15.8813
Mussica Health Post,-13.8978,15.1433
Mussindja Health Post,-14.1440,13.9459
Mutiapulu Health Post,-15.1670,15.6347
Mutundo Health Post,-14.8697,13.5937
Nambambe Health Centre,-14.8891,13.5209
Nazara Health Post,,
Ngelenge Health Post,-15.5238,14.1240
Ngola Health Post,-14.1322,14.5031
Ngungui Health Post,,
Nohenda Health Post,-14.9580,13.5664
Nombueneno Health Post,-15.3170,13.9490
Nondumbo Health Post,-14.5676,15.0461
Nonjiwe Health Post,-14.9124,13.5522
Nossa Sra Paz Health Post,-14.9169,13.4933
Nova Montpo Health Post,,
Nova Montpo Health Post,,
Nusse Health Post,-14.4868,14.7975
Oma Health Centre,-14.6620,13.9024
Onculuvale Health Post,,
P. Zeca Hospital,-14.9140,13.4927
Pangelo Health Post,-15.9392,13.7127
Pioneiro Zeca Hospital,-14.9257,13.4947
Poares Health Post,-14.8835,13.5374
Pocolo Health Post,-15.8007,13.8042
Que II Health Post,-13.8169,15.1189
Quicuco Health Post,-14.2667,13.8500
Quilemba Health Centre,-14.7775,13.5011
Quilengues Municipal Hospital,-14.0786,14.0748
Quipungo Municipal Hospital,-14.8761,14.1915
Quiteve Health Post,-15.8797,14.9824
Quo Health Post,-14.4387,14.7957
Rio Capitao Health Centre,-14.9183,13.4899
Rio de Areia Health Post,-15.6159,14.0586
Rio Nangombe Health Post,,
Rio Unene Health Post,,
Sanatório Hospital Lubango,-14.9203,13.4801
Sandje Health Post,-13.6759,15.7991
Sangueve Health Post,-13.8886,15.8538
Sede Health Centre,-15.0102,13.3804
Sede Health Centre,-14.8267,14.5467
Sede Health Centre,-14.7381,15.0268
Sede Health Centre,-14.5027,14.1234
Sede Health Centre,-13.7762,14.6934
Sede Health Centre,-13.5182,15.1890
Sede Health Post,-14.7308,15.0345
Sede Health Post,-14.7032,16.0381
Sede Health Post,-13.7965,14.6798
Sede I comunal Health Post,-14.0826,14.0772
Sede I Health Centre,-14.9170,13.5000
Sede I Health Post,-15.1865,13.6891
Sede I Health Post,-15.0065,13.3754
Sede I Health Post,-14.9157,13.5017
Sede I Health Post,-14.7341,15.0044
Sede II comunal Health Post,-14.0697,14.0742
Sede II Health Centre,-14.9282,13.5223
Sede II Health Centre,-14.0753,14.0745
Sede II Health Post,-15.1937,13.6834
Sede II Health Post,-15.0239,13.3826
Sede II Health Post,-14.9469,13.5750
Sede III Health Post,-15.0365,13.3719
Sendi Health Centre,-14.6000,14.2500
Sequendiva Health Post,-15.7186,15.3734
Socobal Health Post,,
Sofrio Health Centre,,
Taka Health Post,-16.0634,13.5854
Tandavala Health Post,-14.9149,13.5013
Tapo Health Post,-15.7349,13.8889
Tchakaya Health Post,,
Tchanja Health Post,-14.9118,13.5007
Tchavola Health Post,-13.7152,14.4879
Tchiku  Centro Materno Infantil,-15.0376,13.3724
Tchiku Health Post,,
Tchikuatite Centro Materno Infantil,-15.1953,13.6844
Tchikuatite Health Post,-15.1797,14.1312
Tchinguendjo Health Post,-13.6211,16.3031
Tchioco Health Centre,-14.9343,13.5619
Tchipalakassa Health Post,,
Tchipangula Health Post,,
Tchipopia Health Post,-14.8727,14.9218
Tchitaqui baixo Health Post,,
Tchitata Health Post,-13.6743,15.7125
Tchituli Health Post,-14.4687,13.8518
Tchituto Health Post,,
Tchiueca Health Post,-13.5535,15.0441
Tchivinguilo Complex Health Post,-15.1651,13.3044
Tchombulo Health Post,-15.0480,13.5450
Tchunbangombe Health Post,,
Toco Health Post,-14.7809,13.7771
Tucondoca Health Post,,
Ukali Povoatpo Health Post,-13.9262,14.0388
Upalo Health Post,,
Valodia Health Post,-14.7708,16.1209
Vatuco Health Post,-13.9411,14.6145
Viamba Health Post,-14.4052,14.2105
Vihonge Health Post,-14.6373,16.0892
Vikenge Health Post,,
Vila branca Health Post,-14.0200,14.5785
Vila Paula Health Post,-14.8819,13.5729
Vila Real Health Post,-14.0616,15.0757
Vionga Health Post,-13.8194,14.7550
Viopio Health Post,-14.2995,14.8518
Viriambundo Health Post,-15.5500,14.0500
Vissaca Health Post,-14.8961,14.9744
Viti vivale Health Post,,
Vombo Health Post,-14.0500,13.7667
Waba Health Post,-13.7991,14.8715
Waya Health Post,,
Yoba Health Post,,
Yumbi Health Post,-13.7972,14.9495
Consol Provincial de Kuango Kubango,-14.6601,17.6988
Hospital Municipal do Kuvango,-14.3699,16.4957
Hospital Américo Boavida,-8.8242,13.2577
Hospital Do Prenda,-8.8325,13.2221
Hospital dos Cajueiros,-8.8246,13.2791
Hospital Geral Camama,-8.9169,13.2600
Hospital Geral Kilamba Kiaxi,-8.8495,13.2581
Hospital Josina Machel,-8.8235,13.2245
Hospital Municipal de Luanda,-8.8538,13.2947
Hospital Neves Bendinha,-8.8404,13.2581
Hospital Sanatório,-8.8613,13.2835
Hospital Municipal de Cafunfo,-8.7735,17.9848
Hospital Municipal de Lucapa ,-8.4263,20.7357
Hospital Municipal de Nzagi Cambulo,-7.6839,21.3561
Hospital Provincial da Luanda Norte,-8.6806,18.9092
Consol Provincial de Luanda Sul,-9.6709,20.3880
Amaral Health Post,-9.2658,15.9423
Bangalas Health Post,,
Bembo Health Post,-10.2397,16.9086
Bola Casaxe Health Post,-9.8174,16.6470
Bumba Health Post,-9.5707,16.2673
Bundo Health Post,-10.9651,17.5746
Cabata Muhongo Health Post,-8.5999,15.7059
Caculama Municipal Hospital,-9.4833,16.8500
Cacuso Centro Materno Infantil,-9.4383,16.1519
Camatende Health Post,-9.5807,16.2788
Camatete Health Post,-9.5822,16.4267
Cambaxe Health Post,-9.4102,16.4893
Cambo Camana Health Post,-8.8480,16.6403
Cambondo Health Post,-9.4874,16.5432
Cambunze Health Post,-9.3940,15.6469
Cameme Health Post,-8.0366,16.3411
Campo Cafuxi Health Post,-9.2433,17.1704
Canambua Health Centre,-9.5653,16.3549
Cangambo Health Centre,-9.5235,16.3090
Cangandala Municipal Health Centre,-9.7867,16.4318
Cangando Health Post,-9.5892,16.2216
Canjila Health Post,,
Capele Health Post,-8.4957,16.0073
Capunda Health Post,-10.7613,17.9447
Caribo Health Post,-9.6559,16.6751
Casa Gaiato Health Post,-9.5149,16.2707
Catala Health Post,-9.4667,16.7167
Cateco Cangola Health Post,-8.4625,15.8263
Caxinga Health Post,-9.5431,17.0228
Caxito Health Post,-8.7516,15.8116
Chindingo Health Post,,
Chiquita Health Post,-8.6345,16.9599
Cibanga Health Post,-8.4818,16.0502
Cota Health Post,-9.2643,16.0986
Culamagia Health Post,-9.8040,16.8967
Dala Samba Health Post,-8.1205,16.7385
Damba Health Post,-9.3860,16.7287
Dombo Health Post,-11.0026,17.8160
Dori Lombe Health Post,-9.5374,16.1444
Dos Kapuchinhos Health Centre,-9.4978,16.2676
Dumba Cabango Health Post,-10.1562,17.2011
Fazenda Holanda Health Post,-9.7000,15.4167
Joao Pascoal Health Post,-9.0890,15.9582
K. Katembo Municipal Hospital,-10.0713,17.5372
Kahala Health Centre,-9.5305,16.4023
Kahombo Municipal Hospital,-8.6929,16.5224
Kalandula Municipal Hospital,-9.0873,15.9607
Kambo Sunjinji Health Post,-8.8232,16.7993
Kambundi de Kuije Health Post,-9.6391,16.3315
Katepa Health Centre,-9.5618,16.3348
Kela Municipal Hospital,-9.2658,17.0860
Kifucussa Health Post,-9.3129,16.4696
Kimbamba Health Post,-9.5196,16.3238
Kingles Health Post,,
Kingongo Health Post,,
Kissanga ya  Teca,-8.3582,17.0234
Kitapa Health Post,-10.0811,17.5550
Kiwaba Nzogi Municipal Hospital,-8.9500,16.5000
Kizanga Health Centre,-9.5418,16.3392
Kuale Health Post,-8.3515,16.1631
Kunda Dia Baze Municipal Hospital,-8.9000,17.0667
Lau Health Post,-9.4582,16.3487
Lau Health Post,-9.4191,16.3358
Lemba Health Post,-8.7811,17.2433
Lemba Health Post,-8.7744,17.2459
Lombe Health Post,-9.4868,16.1528
Lukembo Municipal Hospital,-10.7319,17.7200
Lutau Health Post,-9.0833,16.4322
Malanje Centro Materno Infantil,-9.5354,16.3259
Malanje Health Centre,-9.5451,16.3547
Mangando Health Post,-8.0453,17.1290
Maquina Health Post,-9.2667,17.0833
Maquina Health Post,-8.6681,17.3647
Marimba Municipal Hospital,-8.3587,17.0259
Massango Municipal Hospital,-8.0318,16.3467
